,date,venue,bat_team,bowl_team,runs,wickets,overs,runs_last_5,wickets_last_5,total
20254,2010-04-18,9,2,0,54,1,6.3,34,1,192
20255,2010-04-18,9,2,0,54,1,6.4,34,1,192
20256,2010-04-18,9,2,0,54,1,6.5,33,1,192
20257,2010-04-18,9,2,0,58,1,6.6,37,1,192
20258,2010-04-18,9,2,0,58,1,7.1,33,1,192
20259,2010-04-18,9,2,0,59,1,7.2,33,1,192
20260,2010-04-18,9,2,0,60,1,7.3,30,1,192
20261,2010-04-18,9,2,0,61,1,7.4,31,1,192
20262,2010-04-18,9,2,0,62,1,7.5,28,1,192
20263,2010-04-18,9,2,0,62,1,7.6,28,0,192
20264,2010-04-18,9,2,0,63,1,8.1,29,0,192
20265,2010-04-18,9,2,0,67,1,8.2,33,0,192
20266,2010-04-18,9,2,0,71,1,8.3,37,0,192
20267,2010-04-18,9,2,0,72,1,8.4,37,0,192
20268,2010-04-18,9,2,0,73,1,8.5,37,0,192
20269,2010-04-18,9,2,0,74,1,8.6,38,0,192
20270,2010-04-18,9,2,0,74,1,9.1,38,0,192
20271,2010-04-18,9,2,0,75,1,9.2,35,0,192
20272,2010-04-18,9,2,0,79,1,9.3,38,0,192
20273,2010-04-18,9,2,0,81,1,9.4,38,0,192
20274,2010-04-18,9,2,0,82,1,9.5,39,0,192
20275,2010-04-18,9,2,0,86,1,9.6,43,0,192
20276,2010-04-18,9,2,0,86,1,10.1,42,0,192
20277,2010-04-18,9,2,0,87,1,10.2,43,0,192
20278,2010-04-18,9,2,0,88,1,10.3,43,0,192
20279,2010-04-18,9,2,0,90,1,10.4,45,0,192
20280,2010-04-18,9,2,0,90,2,10.5,41,1,192
20281,2010-04-18,9,2,0,90,2,10.6,41,1,192
20282,2010-04-18,9,2,0,90,2,11.1,40,1,192
20283,2010-04-18,9,2,0,91,2,11.2,37,1,192
20284,2010-04-18,9,2,0,92,2,11.3,38,1,192
20285,2010-04-18,9,2,0,93,2,11.4,39,1,192
20286,2010-04-18,9,2,0,93,2,11.5,39,1,192
20287,2010-04-18,9,2,0,93,3,11.6,35,2,192
20288,2010-04-18,9,2,0,94,3,12.1,36,2,192
20289,2010-04-18,9,2,0,95,3,12.2,36,2,192
20290,2010-04-18,9,2,0,101,3,12.3,41,2,192
20291,2010-04-18,9,2,0,102,3,12.4,41,2,192
20292,2010-04-18,9,2,0,103,3,12.5,41,2,192
20293,2010-04-18,9,2,0,107,3,12.6,45,2,192
20294,2010-04-18,9,2,0,108,3,13.1,45,2,192
20295,2010-04-18,9,2,0,114,3,13.2,47,2,192
20296,2010-04-18,9,2,0,115,3,13.3,44,2,192
20297,2010-04-18,9,2,0,116,3,13.4,44,2,192
20298,2010-04-18,9,2,0,120,3,13.5,47,2,192
20299,2010-04-18,9,2,0,121,3,13.6,47,2,192
20300,2010-04-18,9,2,0,122,3,14.1,48,2,192
20301,2010-04-18,9,2,0,123,3,14.2,48,2,192
20302,2010-04-18,9,2,0,129,3,14.3,50,2,192
20303,2010-04-18,9,2,0,130,3,14.3,49,2,192
20304,2010-04-18,9,2,0,130,3,14.4,48,2,192
20305,2010-04-18,9,2,0,130,3,14.5,44,2,192
20306,2010-04-18,9,2,0,131,3,14.6,45,2,192
20307,2010-04-18,9,2,0,132,3,15.1,45,2,192
20308,2010-04-18,9,2,0,136,3,15.2,48,2,192
20309,2010-04-18,9,2,0,137,3,15.3,47,2,192
20310,2010-04-18,9,2,0,138,3,15.4,48,1,192
20311,2010-04-18,9,2,0,138,3,15.5,48,1,192
20312,2010-04-18,9,2,0,139,3,15.6,49,1,192
20313,2010-04-18,9,2,0,141,3,16.1,50,1,192
20314,2010-04-18,9,2,0,143,3,16.2,51,1,192
20315,2010-04-18,9,2,0,143,3,16.3,50,1,192
20316,2010-04-18,9,2,0,143,3,16.4,50,1,192
20317,2010-04-18,9,2,0,145,3,16.5,52,0,192
20318,2010-04-18,9,2,0,146,3,16.6,52,0,192
20319,2010-04-18,9,2,0,146,3,17.1,51,0,192
20320,2010-04-18,9,2,0,150,3,17.2,49,0,192
20321,2010-04-18,9,2,0,151,3,17.3,49,0,192
20322,2010-04-18,9,2,0,152,3,17.4,49,0,192
20323,2010-04-18,9,2,0,153,3,17.5,46,0,192
20324,2010-04-18,9,2,0,157,3,17.6,49,0,192
20325,2010-04-18,9,2,0,158,3,18.1,44,0,192
20326,2010-04-18,9,2,0,164,3,18.2,49,0,192
20327,2010-04-18,9,2,0,165,3,18.3,49,0,192
20328,2010-04-18,9,2,0,169,3,18.4,49,0,192
20329,2010-04-18,9,2,0,170,3,18.5,49,0,192
20330,2010-04-18,9,2,0,176,3,18.6,54,0,192
20331,2010-04-18,9,2,0,178,3,19.1,55,0,192
20332,2010-04-18,9,2,0,182,3,19.2,53,0,192
20333,2010-04-18,9,2,0,184,3,19.3,54,0,192
20334,2010-04-18,9,2,0,190,3,19.4,60,0,192
20335,2010-04-18,9,2,0,191,3,19.5,61,0,192
20336,2010-04-18,9,2,0,192,3,19.6,61,0,192
20489,2010-04-19,7,4,3,30,2,5.1,29,2,133
20490,2010-04-19,7,4,3,30,2,5.2,28,2,133
20491,2010-04-19,7,4,3,31,2,5.3,29,2,133
20492,2010-04-19,7,4,3,37,2,5.4,35,1,133
20493,2010-04-19,7,4,3,38,2,5.5,35,1,133
20494,2010-04-19,7,4,3,42,2,5.6,39,1,133
20495,2010-04-19,7,4,3,42,2,6.1,38,1,133
20496,2010-04-19,7,4,3,43,2,6.2,38,1,133
20497,2010-04-19,7,4,3,44,2,6.3,39,1,133
20498,2010-04-19,7,4,3,45,2,6.4,38,1,133
20499,2010-04-19,7,4,3,46,2,6.5,39,1,133
20500,2010-04-19,7,4,3,47,2,6.6,39,1,133
20501,2010-04-19,7,4,3,49,2,7.1,37,1,133
20502,2010-04-19,7,4,3,53,2,7.2,40,1,133
20503,2010-04-19,7,4,3,53,2,7.3,39,1,133
20504,2010-04-19,7,4,3,54,2,7.4,40,0,133
20505,2010-04-19,7,4,3,54,2,7.5,40,0,133
20506,2010-04-19,7,4,3,54,2,7.6,38,0,133
20507,2010-04-19,7,4,3,58,2,8.1,42,0,133
20508,2010-04-19,7,4,3,59,2,8.2,42,0,133
20509,2010-04-19,7,4,3,60,2,8.3,43,0,133
20510,2010-04-19,7,4,3,64,2,8.4,43,0,133
20511,2010-04-19,7,4,3,66,2,8.5,45,0,133
20512,2010-04-19,7,4,3,66,2,8.6,44,0,133
20513,2010-04-19,7,4,3,66,2,9.1,44,0,133
20514,2010-04-19,7,4,3,66,2,9.2,44,0,133
20515,2010-04-19,7,4,3,66,2,9.3,43,0,133
20516,2010-04-19,7,4,3,67,2,9.4,40,0,133
20517,2010-04-19,7,4,3,68,2,9.5,39,0,133
20518,2010-04-19,7,4,3,69,2,9.6,40,0,133
20519,2010-04-19,7,4,3,69,2,10.1,39,0,133
20520,2010-04-19,7,4,3,69,2,10.2,39,0,133
20521,2010-04-19,7,4,3,70,2,10.3,39,0,133
20522,2010-04-19,7,4,3,70,2,10.4,33,0,133
20523,2010-04-19,7,4,3,71,2,10.5,33,0,133
20524,2010-04-19,7,4,3,71,2,10.6,29,0,133
20525,2010-04-19,7,4,3,72,2,11.1,30,0,133
20526,2010-04-19,7,4,3,73,2,11.2,30,0,133
20527,2010-04-19,7,4,3,74,2,11.3,30,0,133
20528,2010-04-19,7,4,3,74,2,11.4,29,0,133
20529,2010-04-19,7,4,3,74,2,11.5,28,0,133
20530,2010-04-19,7,4,3,74,2,11.6,27,0,133
20531,2010-04-19,7,4,3,75,2,12.1,26,0,133
20532,2010-04-19,7,4,3,76,2,12.2,23,0,133
20533,2010-04-19,7,4,3,76,2,12.3,23,0,133
20534,2010-04-19,7,4,3,77,2,12.4,23,0,133
20535,2010-04-19,7,4,3,77,3,12.5,23,1,133
20536,2010-04-19,7,4,3,77,3,12.6,23,1,133
20537,2010-04-19,7,4,3,77,4,13.1,19,2,133
20538,2010-04-19,7,4,3,77,4,13.2,18,2,133
20539,2010-04-19,7,4,3,78,4,13.3,18,2,133
20540,2010-04-19,7,4,3,79,4,13.4,15,2,133
20541,2010-04-19,7,4,3,80,4,13.5,14,2,133
20542,2010-04-19,7,4,3,81,4,13.6,15,2,133
20543,2010-04-19,7,4,3,82,4,14.1,16,2,133
20544,2010-04-19,7,4,3,82,4,14.2,16,2,133
20545,2010-04-19,7,4,3,83,4,14.3,17,2,133
20546,2010-04-19,7,4,3,84,4,14.4,17,2,133
20547,2010-04-19,7,4,3,84,4,14.5,16,2,133
20548,2010-04-19,7,4,3,86,4,14.6,17,2,133
20549,2010-04-19,7,4,3,87,4,15.1,18,2,133
20550,2010-04-19,7,4,3,88,4,15.2,19,2,133
20551,2010-04-19,7,4,3,89,4,15.3,19,2,133
20552,2010-04-19,7,4,3,89,5,15.4,19,3,133
20553,2010-04-19,7,4,3,90,5,15.5,19,3,133
20554,2010-04-19,7,4,3,94,5,15.6,23,3,133
20555,2010-04-19,7,4,3,95,5,16.1,23,3,133
20556,2010-04-19,7,4,3,96,5,16.2,23,3,133
20557,2010-04-19,7,4,3,100,5,16.3,26,3,133
20558,2010-04-19,7,4,3,104,5,16.4,30,3,133
20559,2010-04-19,7,4,3,104,5,16.5,30,3,133
20560,2010-04-19,7,4,3,106,5,16.6,32,3,133
20561,2010-04-19,7,4,3,107,5,17.1,32,3,133
20562,2010-04-19,7,4,3,107,5,17.2,31,3,133
20563,2010-04-19,7,4,3,108,5,17.2,32,3,133
20564,2010-04-19,7,4,3,110,5,17.3,33,3,133
20565,2010-04-19,7,4,3,111,5,17.4,34,2,133
20566,2010-04-19,7,4,3,111,6,17.5,34,3,133
20567,2010-04-19,7,4,3,117,6,17.6,40,2,133
20568,2010-04-19,7,4,3,119,6,18.1,42,2,133
20569,2010-04-19,7,4,3,120,6,18.2,42,2,133
20570,2010-04-19,7,4,3,120,6,18.3,41,2,133
20571,2010-04-19,7,4,3,121,6,18.4,41,2,133
20572,2010-04-19,7,4,3,125,6,18.5,44,2,133
20573,2010-04-19,7,4,3,126,6,18.6,44,2,133
20574,2010-04-19,7,4,3,126,7,19.1,44,3,133
20575,2010-04-19,7,4,3,127,7,19.2,44,3,133
20576,2010-04-19,7,4,3,128,7,19.3,44,3,133
20577,2010-04-19,7,4,3,129,7,19.4,45,3,133
20578,2010-04-19,7,4,3,133,7,19.5,47,3,133
20579,2010-04-19,7,4,3,133,8,19.6,46,4,133
20614,2010-04-21,4,4,6,41,2,5.1,40,2,184
20615,2010-04-21,4,4,6,45,2,5.2,43,2,184
20616,2010-04-21,4,4,6,46,2,5.3,44,2,184
20617,2010-04-21,4,4,6,46,2,5.4,44,2,184
20618,2010-04-21,4,4,6,50,2,5.5,44,2,184
20619,2010-04-21,4,4,6,54,2,5.6,47,2,184
20620,2010-04-21,4,4,6,58,2,6.1,47,2,184
20621,2010-04-21,4,4,6,59,2,6.2,48,1,184
20622,2010-04-21,4,4,6,60,2,6.3,49,1,184
20623,2010-04-21,4,4,6,60,2,6.4,49,1,184
20624,2010-04-21,4,4,6,61,2,6.5,46,1,184
20625,2010-04-21,4,4,6,62,2,6.6,42,1,184
20626,2010-04-21,4,4,6,62,2,7.1,41,1,184
20627,2010-04-21,4,4,6,63,2,7.2,42,1,184
20628,2010-04-21,4,4,6,65,2,7.3,42,1,184
20629,2010-04-21,4,4,6,65,2,7.4,42,1,184
20630,2010-04-21,4,4,6,66,2,7.5,39,1,184
20631,2010-04-21,4,4,6,66,2,7.6,39,1,184
20632,2010-04-21,4,4,6,68,2,8.1,39,1,184
20633,2010-04-21,4,4,6,68,3,8.2,39,1,184
20634,2010-04-21,4,4,6,69,3,8.3,39,1,184
20635,2010-04-21,4,4,6,73,3,8.4,42,1,184
20636,2010-04-21,4,4,6,74,3,8.5,43,1,184
20637,2010-04-21,4,4,6,74,3,8.6,42,1,184
20638,2010-04-21,4,4,6,75,3,9.1,43,1,184
20639,2010-04-21,4,4,6,77,3,9.2,45,1,184
20640,2010-04-21,4,4,6,77,4,9.3,44,2,184
20641,2010-04-21,4,4,6,78,4,9.4,45,2,184
20642,2010-04-21,4,4,6,80,4,9.5,43,2,184
20643,2010-04-21,4,4,6,81,4,9.6,42,2,184
20644,2010-04-21,4,4,6,82,4,10.1,41,2,184
20645,2010-04-21,4,4,6,82,4,10.2,37,2,184
20646,2010-04-21,4,4,6,82,4,10.3,36,2,184
20647,2010-04-21,4,4,6,83,4,10.4,37,2,184
20648,2010-04-21,4,4,6,84,4,10.5,34,2,184
20649,2010-04-21,4,4,6,84,4,10.6,30,2,184
20650,2010-04-21,4,4,6,85,4,11.1,27,2,184
20651,2010-04-21,4,4,6,86,4,11.2,27,2,184
20652,2010-04-21,4,4,6,86,4,11.3,26,2,184
20653,2010-04-21,4,4,6,86,4,11.4,26,2,184
20654,2010-04-21,4,4,6,87,4,11.5,26,2,184
20655,2010-04-21,4,4,6,88,4,11.6,26,2,184
20656,2010-04-21,4,4,6,89,4,12.1,27,2,184
20657,2010-04-21,4,4,6,90,4,12.2,27,2,184
20658,2010-04-21,4,4,6,90,4,12.3,25,2,184
20659,2010-04-21,4,4,6,91,4,12.4,26,2,184
20660,2010-04-21,4,4,6,92,4,12.5,26,2,184
20661,2010-04-21,4,4,6,93,4,12.6,27,2,184
20662,2010-04-21,4,4,6,95,4,13.1,27,2,184
20663,2010-04-21,4,4,6,95,4,13.2,27,1,184
20664,2010-04-21,4,4,6,101,4,13.3,32,1,184
20665,2010-04-21,4,4,6,101,4,13.4,28,1,184
20666,2010-04-21,4,4,6,102,4,13.5,28,1,184
20667,2010-04-21,4,4,6,103,4,13.6,29,1,184
20668,2010-04-21,4,4,6,104,4,14.1,29,1,184
20669,2010-04-21,4,4,6,104,4,14.2,27,1,184
20670,2010-04-21,4,4,6,105,4,14.3,28,0,184
20671,2010-04-21,4,4,6,105,4,14.4,27,0,184
20672,2010-04-21,4,4,6,106,4,14.5,26,0,184
20673,2010-04-21,4,4,6,107,4,14.6,26,0,184
20674,2010-04-21,4,4,6,113,4,15.1,31,0,184
20675,2010-04-21,4,4,6,114,4,15.2,32,0,184
20676,2010-04-21,4,4,6,115,4,15.3,33,0,184
20677,2010-04-21,4,4,6,119,4,15.4,36,0,184
20678,2010-04-21,4,4,6,123,4,15.5,39,0,184
20679,2010-04-21,4,4,6,124,4,15.6,40,0,184
20680,2010-04-21,4,4,6,125,4,16.1,40,0,184
20681,2010-04-21,4,4,6,125,4,16.2,39,0,184
20682,2010-04-21,4,4,6,127,4,16.2,41,0,184
20683,2010-04-21,4,4,6,131,4,16.3,45,0,184
20684,2010-04-21,4,4,6,137,4,16.4,50,0,184
20685,2010-04-21,4,4,6,138,4,16.5,50,0,184
20686,2010-04-21,4,4,6,140,4,16.5,51,0,184
20687,2010-04-21,4,4,6,141,4,16.6,51,0,184
20688,2010-04-21,4,4,6,142,4,17.1,52,0,184
20689,2010-04-21,4,4,6,142,4,17.2,51,0,184
20690,2010-04-21,4,4,6,144,4,17.3,52,0,184
20691,2010-04-21,4,4,6,144,5,17.4,51,1,184
20692,2010-04-21,4,4,6,145,5,17.5,50,1,184
20693,2010-04-21,4,4,6,151,5,17.6,56,1,184
20694,2010-04-21,4,4,6,153,5,18.1,52,1,184
20695,2010-04-21,4,4,6,159,5,18.2,58,1,184
20696,2010-04-21,4,4,6,161,5,18.3,59,1,184
20697,2010-04-21,4,4,6,167,5,18.4,64,1,184
20698,2010-04-21,4,4,6,167,5,18.5,63,1,184
20699,2010-04-21,4,4,6,168,5,18.6,64,1,184
20700,2010-04-21,4,4,6,172,5,19.1,67,1,184
20701,2010-04-21,4,4,6,174,5,19.2,69,1,184
20702,2010-04-21,4,4,6,175,5,19.2,69,1,184
20703,2010-04-21,4,4,6,177,5,19.3,70,1,184
20704,2010-04-21,4,4,6,177,5,19.4,64,1,184
20705,2010-04-21,4,4,6,183,5,19.5,69,1,184
20706,2010-04-21,4,4,6,184,5,19.6,69,1,184
20974,2010-04-25,4,0,4,30,0,5.0,29,0,168
20975,2010-04-25,4,0,4,30,0,5.1,29,0,168
20976,2010-04-25,4,0,4,31,0,5.2,30,0,168
20977,2010-04-25,4,0,4,32,0,5.3,31,0,168
20978,2010-04-25,4,0,4,38,0,5.4,36,0,168
20979,2010-04-25,4,0,4,39,0,5.5,35,0,168
20980,2010-04-25,4,0,4,40,0,5.6,35,0,168
20981,2010-04-25,4,0,4,40,0,6.1,35,0,168
20982,2010-04-25,4,0,4,41,0,6.2,35,0,168
20983,2010-04-25,4,0,4,42,0,6.3,36,0,168
20984,2010-04-25,4,0,4,43,0,6.4,37,0,168
20985,2010-04-25,4,0,4,43,0,6.5,37,0,168
20986,2010-04-25,4,0,4,43,0,6.6,36,0,168
20987,2010-04-25,4,0,4,44,0,7.1,37,0,168
20988,2010-04-25,4,0,4,44,1,7.2,37,1,168
20989,2010-04-25,4,0,4,44,1,7.3,31,1,168
20990,2010-04-25,4,0,4,44,1,7.4,31,1,168
20991,2010-04-25,4,0,4,44,1,7.5,31,1,168
20992,2010-04-25,4,0,4,44,1,7.6,31,1,168
20993,2010-04-25,4,0,4,45,1,8.1,26,1,168
20994,2010-04-25,4,0,4,46,1,8.2,26,1,168
20995,2010-04-25,4,0,4,47,1,8.3,27,1,168
20996,2010-04-25,4,0,4,47,2,8.4,27,2,168
20997,2010-04-25,4,0,4,48,2,8.5,28,2,168
20998,2010-04-25,4,0,4,49,2,8.6,25,2,168
20999,2010-04-25,4,0,4,50,2,9.1,26,2,168
21000,2010-04-25,4,0,4,51,2,9.2,26,2,168
21001,2010-04-25,4,0,4,52,2,9.3,27,2,168
21002,2010-04-25,4,0,4,53,2,9.4,24,2,168
21003,2010-04-25,4,0,4,57,2,9.5,28,2,168
21004,2010-04-25,4,0,4,58,2,9.6,28,2,168
21005,2010-04-25,4,0,4,59,2,10.1,29,2,168
21006,2010-04-25,4,0,4,60,2,10.2,29,2,168
21007,2010-04-25,4,0,4,64,2,10.3,32,2,168
21008,2010-04-25,4,0,4,65,2,10.4,27,2,168
21009,2010-04-25,4,0,4,66,2,10.5,27,2,168
21010,2010-04-25,4,0,4,67,2,10.6,27,2,168
21011,2010-04-25,4,0,4,67,2,11.1,27,2,168
21012,2010-04-25,4,0,4,67,3,11.2,26,3,168
21013,2010-04-25,4,0,4,67,3,11.3,25,3,168
21014,2010-04-25,4,0,4,67,3,11.4,24,3,168
21015,2010-04-25,4,0,4,67,3,11.5,24,3,168
21016,2010-04-25,4,0,4,68,3,11.6,25,3,168
21017,2010-04-25,4,0,4,74,3,12.1,30,3,168
21018,2010-04-25,4,0,4,75,3,12.2,31,2,168
21019,2010-04-25,4,0,4,75,3,12.3,31,2,168
21020,2010-04-25,4,0,4,75,3,12.4,31,2,168
21021,2010-04-25,4,0,4,76,3,12.5,32,2,168
21022,2010-04-25,4,0,4,80,3,12.6,36,2,168
21023,2010-04-25,4,0,4,81,3,13.1,36,2,168
21024,2010-04-25,4,0,4,82,3,13.2,36,2,168
21025,2010-04-25,4,0,4,83,3,13.3,36,2,168
21026,2010-04-25,4,0,4,84,3,13.4,37,1,168
21027,2010-04-25,4,0,4,87,3,13.5,39,1,168
21028,2010-04-25,4,0,4,91,3,13.6,42,1,168
21029,2010-04-25,4,0,4,92,3,14.0,42,1,168
21030,2010-04-25,4,0,4,94,3,14.1,43,1,168
21031,2010-04-25,4,0,4,96,3,14.2,44,1,168
21032,2010-04-25,4,0,4,100,3,14.3,47,1,168
21033,2010-04-25,4,0,4,106,3,14.4,49,1,168
21034,2010-04-25,4,0,4,107,3,14.5,49,1,168
21035,2010-04-25,4,0,4,108,3,14.6,49,1,168
21036,2010-04-25,4,0,4,109,3,15.1,49,1,168
21037,2010-04-25,4,0,4,111,3,15.2,47,1,168
21038,2010-04-25,4,0,4,117,3,15.3,52,1,168
21039,2010-04-25,4,0,4,119,3,15.4,53,1,168
21040,2010-04-25,4,0,4,125,3,15.5,58,1,168
21041,2010-04-25,4,0,4,127,3,15.6,60,1,168
21042,2010-04-25,4,0,4,128,3,16.1,61,0,168
21043,2010-04-25,4,0,4,132,3,16.2,65,0,168
21044,2010-04-25,4,0,4,132,3,16.3,65,0,168
21045,2010-04-25,4,0,4,133,3,16.3,66,0,168
21046,2010-04-25,4,0,4,134,3,16.4,66,0,168
21047,2010-04-25,4,0,4,135,3,16.5,61,0,168
21048,2010-04-25,4,0,4,139,3,16.6,64,0,168
21049,2010-04-25,4,0,4,139,4,17.1,64,1,168
21050,2010-04-25,4,0,4,140,4,17.2,65,1,168
21051,2010-04-25,4,0,4,144,4,17.3,68,1,168
21052,2010-04-25,4,0,4,145,4,17.4,65,1,168
21053,2010-04-25,4,0,4,146,4,17.5,65,1,168
21054,2010-04-25,4,0,4,146,4,17.6,64,1,168
21055,2010-04-25,4,0,4,146,4,18.1,63,1,168
21056,2010-04-25,4,0,4,146,4,18.2,62,1,168
21057,2010-04-25,4,0,4,147,4,18.3,60,1,168
21058,2010-04-25,4,0,4,149,4,18.4,58,1,168
21059,2010-04-25,4,0,4,155,4,18.5,63,1,168
21060,2010-04-25,4,0,4,157,4,18.6,63,1,168
21061,2010-04-25,4,0,4,157,4,19.1,61,1,168
21062,2010-04-25,4,0,4,157,4,19.2,57,1,168
21063,2010-04-25,4,0,4,157,5,19.3,51,2,168
21064,2010-04-25,4,0,4,157,5,19.4,50,2,168
21065,2010-04-25,4,0,4,162,5,19.4,54,2,168
21066,2010-04-25,4,0,4,166,5,19.5,57,2,168
21067,2010-04-25,4,0,4,168,5,19.6,57,2,168
21099,2011-04-08,14,0,3,36,1,5.1,35,1,153
21100,2011-04-08,14,0,3,36,1,5.2,35,1,153
21101,2011-04-08,14,0,3,40,1,5.3,39,1,153
21102,2011-04-08,14,0,3,44,1,5.4,39,1,153
21103,2011-04-08,14,0,3,45,1,5.5,40,0,153
21104,2011-04-08,14,0,3,45,1,5.6,39,0,153
21105,2011-04-08,14,0,3,45,1,6.1,39,0,153
21106,2011-04-08,14,0,3,46,1,6.2,40,0,153
21107,2011-04-08,14,0,3,50,1,6.3,40,0,153
21108,2011-04-08,14,0,3,50,1,6.4,39,0,153
21109,2011-04-08,14,0,3,51,1,6.5,40,0,153
21110,2011-04-08,14,0,3,57,1,6.6,45,0,153
21111,2011-04-08,14,0,3,58,1,7.1,46,0,153
21112,2011-04-08,14,0,3,59,1,7.2,47,0,153
21113,2011-04-08,14,0,3,60,1,7.3,47,0,153
21114,2011-04-08,14,0,3,61,1,7.4,47,0,153
21115,2011-04-08,14,0,3,62,1,7.5,44,0,153
21116,2011-04-08,14,0,3,63,1,7.6,44,0,153
21117,2011-04-08,14,0,3,64,1,8.1,45,0,153
21118,2011-04-08,14,0,3,65,1,8.2,46,0,153
21119,2011-04-08,14,0,3,66,1,8.3,43,0,153
21120,2011-04-08,14,0,3,68,1,8.4,43,0,153
21121,2011-04-08,14,0,3,72,1,8.5,46,0,153
21122,2011-04-08,14,0,3,72,1,8.6,46,0,153
21123,2011-04-08,14,0,3,73,1,9.1,47,0,153
21124,2011-04-08,14,0,3,74,1,9.2,44,0,153
21125,2011-04-08,14,0,3,75,1,9.3,45,0,153
21126,2011-04-08,14,0,3,76,1,9.4,46,0,153
21127,2011-04-08,14,0,3,77,1,9.5,46,0,153
21128,2011-04-08,14,0,3,78,1,9.6,46,0,153
21129,2011-04-08,14,0,3,79,1,10.1,43,0,153
21130,2011-04-08,14,0,3,80,1,10.2,44,0,153
21131,2011-04-08,14,0,3,80,2,10.3,40,1,153
21132,2011-04-08,14,0,3,81,2,10.4,37,1,153
21133,2011-04-08,14,0,3,82,2,10.5,37,1,153
21134,2011-04-08,14,0,3,83,2,10.6,38,1,153
21135,2011-04-08,14,0,3,84,2,11.1,39,1,153
21136,2011-04-08,14,0,3,84,2,11.2,38,1,153
21137,2011-04-08,14,0,3,84,2,11.3,34,1,153
21138,2011-04-08,14,0,3,88,2,11.4,38,1,153
21139,2011-04-08,14,0,3,89,2,11.5,38,1,153
21140,2011-04-08,14,0,3,90,2,11.6,33,1,153
21141,2011-04-08,14,0,3,91,2,12.1,33,1,153
21142,2011-04-08,14,0,3,91,2,12.2,32,1,153
21143,2011-04-08,14,0,3,92,2,12.3,32,1,153
21144,2011-04-08,14,0,3,93,2,12.4,32,1,153
21145,2011-04-08,14,0,3,94,2,12.5,32,1,153
21146,2011-04-08,14,0,3,95,2,12.6,32,1,153
21147,2011-04-08,14,0,3,96,2,13.1,32,1,153
21148,2011-04-08,14,0,3,96,2,13.2,31,1,153
21149,2011-04-08,14,0,3,96,2,13.3,30,1,153
21150,2011-04-08,14,0,3,96,2,13.4,28,1,153
21151,2011-04-08,14,0,3,97,2,13.5,25,1,153
21152,2011-04-08,14,0,3,98,2,13.6,26,1,153
21153,2011-04-08,14,0,3,99,2,14.1,26,1,153
21154,2011-04-08,14,0,3,100,2,14.2,26,1,153
21155,2011-04-08,14,0,3,101,2,14.3,26,1,153
21156,2011-04-08,14,0,3,102,2,14.4,26,1,153
21157,2011-04-08,14,0,3,106,2,14.5,29,1,153
21158,2011-04-08,14,0,3,107,2,14.6,29,1,153
21159,2011-04-08,14,0,3,113,2,15.1,34,1,153
21160,2011-04-08,14,0,3,113,2,15.2,33,1,153
21161,2011-04-08,14,0,3,114,2,15.3,34,0,153
21162,2011-04-08,14,0,3,120,2,15.4,39,0,153
21163,2011-04-08,14,0,3,120,2,15.5,38,0,153
21164,2011-04-08,14,0,3,121,2,15.6,38,0,153
21165,2011-04-08,14,0,3,121,2,16.1,37,0,153
21166,2011-04-08,14,0,3,122,2,16.2,38,0,153
21167,2011-04-08,14,0,3,123,2,16.3,39,0,153
21168,2011-04-08,14,0,3,124,2,16.4,36,0,153
21169,2011-04-08,14,0,3,126,2,16.5,37,0,153
21170,2011-04-08,14,0,3,127,2,16.6,37,0,153
21171,2011-04-08,14,0,3,129,2,17.1,38,0,153
21172,2011-04-08,14,0,3,129,3,17.2,38,1,153
21173,2011-04-08,14,0,3,130,3,17.3,38,1,153
21174,2011-04-08,14,0,3,131,3,17.4,38,1,153
21175,2011-04-08,14,0,3,132,3,17.5,38,1,153
21176,2011-04-08,14,0,3,132,3,17.6,37,1,153
21177,2011-04-08,14,0,3,132,3,18.1,36,1,153
21178,2011-04-08,14,0,3,133,3,18.2,37,1,153
21179,2011-04-08,14,0,3,135,3,18.3,39,1,153
21180,2011-04-08,14,0,3,136,3,18.4,40,1,153
21181,2011-04-08,14,0,3,136,3,18.5,39,1,153
21182,2011-04-08,14,0,3,137,3,18.6,39,1,153
21183,2011-04-08,14,0,3,138,3,19.1,39,1,153
21184,2011-04-08,14,0,3,138,4,19.2,38,2,153
21185,2011-04-08,14,0,3,142,4,19.3,41,2,153
21186,2011-04-08,14,0,3,143,4,19.4,41,2,153
21187,2011-04-08,14,0,3,147,4,19.5,41,2,153
21188,2011-04-08,14,0,3,153,4,19.6,46,2,153
21465,2011-04-10,8,1,4,28,3,5.1,27,3,95
21466,2011-04-10,8,1,4,32,3,5.2,29,3,95
21467,2011-04-10,8,1,4,32,3,5.3,23,3,95
21468,2011-04-10,8,1,4,32,3,5.4,23,3,95
21469,2011-04-10,8,1,4,38,3,5.5,28,3,95
21470,2011-04-10,8,1,4,38,3,5.6,27,3,95
21471,2011-04-10,8,1,4,38,3,6.1,27,2,95
21472,2011-04-10,8,1,4,39,3,6.2,28,2,95
21473,2011-04-10,8,1,4,39,3,6.3,28,1,95
21474,2011-04-10,8,1,4,40,3,6.4,28,1,95
21475,2011-04-10,8,1,4,40,3,6.5,27,1,95
21476,2011-04-10,8,1,4,40,4,6.6,23,2,95
21477,2011-04-10,8,1,4,40,4,7.1,23,2,95
21478,2011-04-10,8,1,4,40,4,7.2,22,2,95
