,date,venue,bat_team,bowl_team,runs,wickets,overs,runs_last_5,wickets_last_5,total
32,2008-04-18,13,3,6,61,0,5.1,59,0,222
33,2008-04-18,13,3,6,61,1,5.2,59,1,222
34,2008-04-18,13,3,6,61,1,5.3,59,1,222
35,2008-04-18,13,3,6,61,1,5.4,59,1,222
36,2008-04-18,13,3,6,61,1,5.5,58,1,222
37,2008-04-18,13,3,6,61,1,5.6,58,1,222
38,2008-04-18,13,3,6,62,1,6.1,55,1,222
39,2008-04-18,13,3,6,63,1,6.2,52,1,222
40,2008-04-18,13,3,6,64,1,6.3,47,1,222
41,2008-04-18,13,3,6,66,1,6.4,45,1,222
42,2008-04-18,13,3,6,67,1,6.5,46,1,222
43,2008-04-18,13,3,6,68,1,6.6,47,1,222
44,2008-04-18,13,3,6,68,1,7.1,47,1,222
45,2008-04-18,13,3,6,69,1,7.2,47,1,222
46,2008-04-18,13,3,6,70,1,7.3,44,1,222
47,2008-04-18,13,3,6,71,1,7.4,44,1,222
48,2008-04-18,13,3,6,72,1,7.5,45,1,222
49,2008-04-18,13,3,6,73,1,7.6,41,1,222
50,2008-04-18,13,3,6,73,1,8.1,35,1,222
51,2008-04-18,13,3,6,73,1,8.2,34,1,222
52,2008-04-18,13,3,6,73,1,8.3,30,1,222
53,2008-04-18,13,3,6,74,1,8.4,31,1,222
54,2008-04-18,13,3,6,75,1,8.5,31,1,222
55,2008-04-18,13,3,6,77,1,8.6,27,1,222
56,2008-04-18,13,3,6,78,1,9.1,24,1,222
57,2008-04-18,13,3,6,79,1,9.2,24,1,222
58,2008-04-18,13,3,6,80,1,9.3,21,1,222
59,2008-04-18,13,3,6,80,1,9.4,21,1,222
60,2008-04-18,13,3,6,86,1,9.5,26,1,222
61,2008-04-18,13,3,6,87,1,9.6,27,1,222
62,2008-04-18,13,3,6,88,1,10.1,27,1,222
63,2008-04-18,13,3,6,92,1,10.2,31,0,222
64,2008-04-18,13,3,6,92,1,10.3,31,0,222
65,2008-04-18,13,3,6,98,1,10.4,37,0,222
66,2008-04-18,13,3,6,98,1,10.5,37,0,222
67,2008-04-18,13,3,6,102,1,10.6,41,0,222
68,2008-04-18,13,3,6,102,1,11.1,40,0,222
69,2008-04-18,13,3,6,108,1,11.2,45,0,222
70,2008-04-18,13,3,6,110,1,11.3,46,0,222
71,2008-04-18,13,3,6,111,1,11.4,45,0,222
72,2008-04-18,13,3,6,111,1,11.5,44,0,222
73,2008-04-18,13,3,6,112,1,11.6,44,0,222
74,2008-04-18,13,3,6,112,2,12.1,44,1,222
75,2008-04-18,13,3,6,116,2,12.2,47,1,222
76,2008-04-18,13,3,6,116,2,12.3,46,1,222
77,2008-04-18,13,3,6,118,2,12.4,47,1,222
78,2008-04-18,13,3,6,119,2,12.4,47,1,222
79,2008-04-18,13,3,6,123,2,12.5,50,1,222
80,2008-04-18,13,3,6,124,2,12.6,51,1,222
81,2008-04-18,13,3,6,125,2,13.1,52,1,222
82,2008-04-18,13,3,6,125,2,13.2,52,1,222
83,2008-04-18,13,3,6,126,2,13.3,52,1,222
84,2008-04-18,13,3,6,127,2,13.4,52,1,222
85,2008-04-18,13,3,6,128,2,13.5,51,1,222
86,2008-04-18,13,3,6,130,2,13.6,52,1,222
87,2008-04-18,13,3,6,134,2,14.1,55,1,222
88,2008-04-18,13,3,6,135,2,14.2,55,1,222
89,2008-04-18,13,3,6,141,2,14.3,61,1,222
90,2008-04-18,13,3,6,145,2,14.4,59,1,222
91,2008-04-18,13,3,6,147,2,14.4,60,1,222
92,2008-04-18,13,3,6,148,2,14.5,60,1,222
93,2008-04-18,13,3,6,154,2,14.6,62,1,222
94,2008-04-18,13,3,6,154,2,15.1,62,1,222
95,2008-04-18,13,3,6,155,2,15.2,57,1,222
96,2008-04-18,13,3,6,157,2,15.3,59,1,222
97,2008-04-18,13,3,6,157,2,15.4,55,1,222
98,2008-04-18,13,3,6,158,2,15.5,56,1,222
99,2008-04-18,13,3,6,158,2,15.6,50,1,222
100,2008-04-18,13,3,6,159,2,16.1,49,1,222
101,2008-04-18,13,3,6,161,2,16.2,50,1,222
102,2008-04-18,13,3,6,162,2,16.3,51,1,222
103,2008-04-18,13,3,6,168,2,16.4,56,1,222
104,2008-04-18,13,3,6,170,2,16.5,58,0,222
105,2008-04-18,13,3,6,172,2,16.6,56,0,222
106,2008-04-18,13,3,6,172,3,17.1,56,1,222
107,2008-04-18,13,3,6,173,3,17.2,55,1,222
108,2008-04-18,13,3,6,173,3,17.3,54,1,222
109,2008-04-18,13,3,6,174,3,17.4,51,1,222
110,2008-04-18,13,3,6,178,3,17.5,54,1,222
111,2008-04-18,13,3,6,179,3,17.6,54,1,222
112,2008-04-18,13,3,6,185,3,18.1,60,1,222
113,2008-04-18,13,3,6,185,3,18.2,59,1,222
114,2008-04-18,13,3,6,191,3,18.3,64,1,222
115,2008-04-18,13,3,6,195,3,18.4,67,1,222
116,2008-04-18,13,3,6,196,3,18.5,66,1,222
117,2008-04-18,13,3,6,200,3,18.6,66,1,222
118,2008-04-18,13,3,6,206,3,19.1,71,1,222
119,2008-04-18,13,3,6,212,3,19.2,71,1,222
120,2008-04-18,13,3,6,214,3,19.3,69,1,222
121,2008-04-18,13,3,6,214,3,19.4,67,1,222
122,2008-04-18,13,3,6,216,3,19.5,68,1,222
123,2008-04-18,13,3,6,222,3,19.6,68,1,222
156,2008-04-19,20,0,2,46,1,5.1,45,1,240
157,2008-04-19,20,0,2,52,1,5.2,51,1,240
158,2008-04-19,20,0,2,52,1,5.3,47,1,240
159,2008-04-19,20,0,2,53,1,5.4,48,1,240
160,2008-04-19,20,0,2,53,1,5.5,44,1,240
161,2008-04-19,20,0,2,53,1,5.6,40,1,240
162,2008-04-19,20,0,2,57,1,6.1,40,1,240
163,2008-04-19,20,0,2,57,2,6.2,38,2,240
164,2008-04-19,20,0,2,58,2,6.3,38,2,240
165,2008-04-19,20,0,2,60,2,6.4,40,2,240
166,2008-04-19,20,0,2,61,2,6.5,41,2,240
167,2008-04-19,20,0,2,62,2,6.6,42,2,240
168,2008-04-19,20,0,2,62,3,7.1,37,3,240
169,2008-04-19,20,0,2,63,3,7.2,38,3,240
170,2008-04-19,20,0,2,63,3,7.3,37,3,240
171,2008-04-19,20,0,2,64,3,7.4,38,2,240
172,2008-04-19,20,0,2,70,3,7.5,43,2,240
173,2008-04-19,20,0,2,70,3,7.6,43,2,240
174,2008-04-19,20,0,2,71,3,8.1,44,2,240
175,2008-04-19,20,0,2,75,3,8.2,48,2,240
176,2008-04-19,20,0,2,76,3,8.3,48,2,240
177,2008-04-19,20,0,2,76,3,8.4,47,2,240
178,2008-04-19,20,0,2,82,3,8.5,53,2,240
179,2008-04-19,20,0,2,83,3,8.6,50,2,240
180,2008-04-19,20,0,2,85,3,9.1,52,2,240
181,2008-04-19,20,0,2,86,3,9.2,52,2,240
182,2008-04-19,20,0,2,87,3,9.3,49,2,240
183,2008-04-19,20,0,2,87,3,9.4,45,2,240
184,2008-04-19,20,0,2,87,3,9.5,45,2,240
185,2008-04-19,20,0,2,88,3,9.6,46,2,240
186,2008-04-19,20,0,2,94,3,10.1,48,2,240
187,2008-04-19,20,0,2,95,3,10.2,43,2,240
188,2008-04-19,20,0,2,97,3,10.3,45,2,240
189,2008-04-19,20,0,2,97,3,10.4,44,2,240
190,2008-04-19,20,0,2,103,3,10.5,50,2,240
191,2008-04-19,20,0,2,107,3,10.6,54,2,240
192,2008-04-19,20,0,2,113,3,11.1,56,2,240
193,2008-04-19,20,0,2,117,3,11.2,60,1,240
194,2008-04-19,20,0,2,118,3,11.3,60,1,240
195,2008-04-19,20,0,2,124,3,11.4,64,1,240
196,2008-04-19,20,0,2,125,3,11.5,64,1,240
197,2008-04-19,20,0,2,127,3,11.6,65,1,240
198,2008-04-19,20,0,2,128,3,12.0,66,0,240
199,2008-04-19,20,0,2,128,4,12.1,65,1,240
200,2008-04-19,20,0,2,129,4,12.2,66,1,240
201,2008-04-19,20,0,2,130,4,12.2,66,1,240
202,2008-04-19,20,0,2,130,4,12.3,60,1,240
203,2008-04-19,20,0,2,131,4,12.4,61,1,240
204,2008-04-19,20,0,2,132,4,12.5,61,1,240
205,2008-04-19,20,0,2,133,4,12.6,58,1,240
206,2008-04-19,20,0,2,134,4,13.1,58,1,240
207,2008-04-19,20,0,2,134,4,13.2,58,1,240
208,2008-04-19,20,0,2,135,4,13.3,53,1,240
209,2008-04-19,20,0,2,136,4,13.4,53,1,240
210,2008-04-19,20,0,2,142,4,13.5,57,1,240
211,2008-04-19,20,0,2,143,4,13.6,57,1,240
212,2008-04-19,20,0,2,147,4,14.1,60,1,240
213,2008-04-19,20,0,2,148,4,14.2,61,1,240
214,2008-04-19,20,0,2,150,4,14.3,63,1,240
215,2008-04-19,20,0,2,151,4,14.4,63,1,240
216,2008-04-19,20,0,2,155,4,14.5,61,1,240
217,2008-04-19,20,0,2,161,4,14.6,66,1,240
218,2008-04-19,20,0,2,167,4,15.1,70,1,240
219,2008-04-19,20,0,2,167,4,15.2,70,1,240
220,2008-04-19,20,0,2,167,5,15.3,64,2,240
221,2008-04-19,20,0,2,167,5,15.4,60,2,240
222,2008-04-19,20,0,2,168,5,15.5,55,2,240
223,2008-04-19,20,0,2,169,5,15.6,52,2,240
224,2008-04-19,20,0,2,170,5,16.1,52,2,240
225,2008-04-19,20,0,2,171,5,16.2,47,2,240
226,2008-04-19,20,0,2,177,5,16.3,52,2,240
227,2008-04-19,20,0,2,181,5,16.4,54,2,240
228,2008-04-19,20,0,2,182,5,16.5,54,2,240
229,2008-04-19,20,0,2,183,5,16.6,55,1,240
230,2008-04-19,20,0,2,183,5,17.1,54,1,240
231,2008-04-19,20,0,2,187,5,17.2,57,1,240
232,2008-04-19,20,0,2,188,5,17.3,58,1,240
233,2008-04-19,20,0,2,190,5,17.4,59,1,240
234,2008-04-19,20,0,2,196,5,17.5,64,1,240
235,2008-04-19,20,0,2,200,5,17.6,67,1,240
236,2008-04-19,20,0,2,204,5,18.1,70,1,240
237,2008-04-19,20,0,2,205,5,18.2,71,1,240
238,2008-04-19,20,0,2,206,5,18.3,71,1,240
239,2008-04-19,20,0,2,207,5,18.4,71,1,240
240,2008-04-19,20,0,2,213,5,18.5,71,1,240
241,2008-04-19,20,0,2,215,5,18.6,72,1,240
242,2008-04-19,20,0,2,221,5,19.1,74,1,240
243,2008-04-19,20,0,2,227,5,19.2,79,1,240
244,2008-04-19,20,0,2,231,5,19.3,81,1,240
245,2008-04-19,20,0,2,232,5,19.4,81,1,240
246,2008-04-19,20,0,2,238,5,19.5,83,1,240
247,2008-04-19,20,0,2,240,5,19.6,79,1,240
279,2008-04-19,8,5,1,37,2,5.1,37,2,129
280,2008-04-19,8,5,1,38,2,5.2,38,2,129
281,2008-04-19,8,5,1,38,2,5.3,37,2,129
282,2008-04-19,8,5,1,39,2,5.4,38,2,129
283,2008-04-19,8,5,1,40,2,5.5,39,2,129
284,2008-04-19,8,5,1,40,2,5.6,33,2,129
285,2008-04-19,8,5,1,40,2,6.1,32,2,129
286,2008-04-19,8,5,1,41,3,6.2,33,3,129
287,2008-04-19,8,5,1,43,3,6.3,35,3,129
288,2008-04-19,8,5,1,43,3,6.4,34,3,129
289,2008-04-19,8,5,1,43,3,6.5,30,3,129
290,2008-04-19,8,5,1,44,3,6.6,27,3,129
291,2008-04-19,8,5,1,45,3,7.1,28,3,129
292,2008-04-19,8,5,1,46,3,7.2,29,3,129
293,2008-04-19,8,5,1,47,3,7.3,30,2,129
294,2008-04-19,8,5,1,47,4,7.4,30,3,129
295,2008-04-19,8,5,1,47,4,7.5,30,3,129
296,2008-04-19,8,5,1,48,4,7.6,31,3,129
297,2008-04-19,8,5,1,48,4,8.1,30,3,129
298,2008-04-19,8,5,1,48,4,8.2,26,3,129
299,2008-04-19,8,5,1,49,4,8.3,23,3,129
300,2008-04-19,8,5,1,50,4,8.4,23,3,129
301,2008-04-19,8,5,1,50,4,8.5,23,2,129
302,2008-04-19,8,5,1,51,4,8.6,20,2,129
303,2008-04-19,8,5,1,52,4,9.1,21,2,129
304,2008-04-19,8,5,1,53,4,9.2,22,2,129
305,2008-04-19,8,5,1,54,4,9.3,22,2,129
306,2008-04-19,8,5,1,55,4,9.4,19,2,129
307,2008-04-19,8,5,1,56,4,9.5,20,2,129
308,2008-04-19,8,5,1,57,4,9.6,20,2,129
309,2008-04-19,8,5,1,57,4,10.1,20,2,129
310,2008-04-19,8,5,1,57,4,10.2,19,2,129
311,2008-04-19,8,5,1,57,5,10.3,19,3,129
312,2008-04-19,8,5,1,58,5,10.4,19,3,129
313,2008-04-19,8,5,1,58,5,10.5,18,3,129
314,2008-04-19,8,5,1,59,5,10.6,19,3,129
315,2008-04-19,8,5,1,65,5,11.1,25,3,129
316,2008-04-19,8,5,1,69,5,11.2,28,2,129
317,2008-04-19,8,5,1,70,5,11.3,27,2,129
318,2008-04-19,8,5,1,70,5,11.4,27,2,129
319,2008-04-19,8,5,1,71,5,11.5,28,2,129
320,2008-04-19,8,5,1,71,5,11.6,27,2,129
321,2008-04-19,8,5,1,71,6,12.1,26,3,129
322,2008-04-19,8,5,1,75,6,12.2,29,3,129
323,2008-04-19,8,5,1,76,6,12.3,29,3,129
324,2008-04-19,8,5,1,78,6,12.3,31,2,129
325,2008-04-19,8,5,1,78,6,12.4,31,2,129
326,2008-04-19,8,5,1,79,6,12.5,31,2,129
327,2008-04-19,8,5,1,80,6,12.6,32,2,129
328,2008-04-19,8,5,1,84,6,13.1,36,2,129
329,2008-04-19,8,5,1,85,6,13.2,36,2,129
330,2008-04-19,8,5,1,86,6,13.3,36,2,129
331,2008-04-19,8,5,1,86,6,13.4,36,2,129
332,2008-04-19,8,5,1,87,6,13.5,36,2,129
333,2008-04-19,8,5,1,87,6,13.6,35,2,129
334,2008-04-19,8,5,1,93,6,14.1,40,2,129
335,2008-04-19,8,5,1,93,7,14.2,39,3,129
336,2008-04-19,8,5,1,93,7,14.3,38,3,129
337,2008-04-19,8,5,1,94,7,14.4,38,3,129
338,2008-04-19,8,5,1,95,7,14.5,38,3,129
339,2008-04-19,8,5,1,96,7,14.6,39,3,129
340,2008-04-19,8,5,1,96,7,15.1,39,3,129
341,2008-04-19,8,5,1,96,7,15.2,39,2,129
342,2008-04-19,8,5,1,100,7,15.3,42,2,129
343,2008-04-19,8,5,1,100,7,15.4,42,2,129
344,2008-04-19,8,5,1,104,7,15.5,45,2,129
345,2008-04-19,8,5,1,106,7,15.6,41,2,129
346,2008-04-19,8,5,1,107,7,16.1,38,2,129
347,2008-04-19,8,5,1,107,7,16.2,37,2,129
348,2008-04-19,8,5,1,108,7,16.3,38,2,129
349,2008-04-19,8,5,1,108,7,16.4,37,2,129
350,2008-04-19,8,5,1,109,7,16.5,38,2,129
351,2008-04-19,8,5,1,110,7,16.6,39,1,129
352,2008-04-19,8,5,1,110,8,17.1,35,2,129
353,2008-04-19,8,5,1,110,8,17.2,34,2,129
354,2008-04-19,8,5,1,110,8,17.3,32,2,129
355,2008-04-19,8,5,1,110,8,17.4,32,2,129
356,2008-04-19,8,5,1,111,8,17.5,32,2,129
357,2008-04-19,8,5,1,111,8,17.6,31,2,129
358,2008-04-19,8,5,1,111,8,18.1,27,2,129
359,2008-04-19,8,5,1,112,8,18.2,27,2,129
360,2008-04-19,8,5,1,116,8,18.3,30,2,129
361,2008-04-19,8,5,1,120,8,18.4,34,2,129
362,2008-04-19,8,5,1,120,8,18.5,33,2,129
363,2008-04-19,8,5,1,121,8,18.6,34,2,129
364,2008-04-19,8,5,1,125,8,19.1,32,2,129
365,2008-04-19,8,5,1,125,8,19.2,32,1,129
366,2008-04-19,8,5,1,126,8,19.3,33,1,129
367,2008-04-19,8,5,1,127,8,19.4,33,1,129
368,2008-04-19,8,5,1,129,8,19.5,34,1,129
369,2008-04-19,8,5,1,129,8,19.6,33,1,129
402,2008-04-20,30,4,6,42,2,5.1,38,2,165
403,2008-04-20,30,4,6,46,2,5.2,42,2,165
404,2008-04-20,30,4,6,46,2,5.3,38,2,165
405,2008-04-20,30,4,6,46,3,5.4,38,3,165
406,2008-04-20,30,4,6,47,3,5.5,38,3,165
407,2008-04-20,30,4,6,47,3,5.6,38,3,165
408,2008-04-20,30,4,6,48,3,6.1,39,3,165
409,2008-04-20,30,4,6,48,3,6.2,39,3,165
410,2008-04-20,30,4,6,49,3,6.3,40,2,165
411,2008-04-20,30,4,6,53,3,6.4,40,2,165
412,2008-04-20,30,4,6,54,3,6.5,41,2,165
413,2008-04-20,30,4,6,54,3,6.6,37,2,165
414,2008-04-20,30,4,6,54,3,7.1,37,2,165
415,2008-04-20,30,4,6,55,3,7.2,37,2,165
416,2008-04-20,30,4,6,56,3,7.3,38,2,165
417,2008-04-20,30,4,6,57,3,7.4,38,2,165
418,2008-04-20,30,4,6,58,3,7.5,39,2,165
419,2008-04-20,30,4,6,60,3,7.6,41,2,165
420,2008-04-20,30,4,6,61,3,8.1,41,2,165
421,2008-04-20,30,4,6,62,3,8.2,42,2,165
422,2008-04-20,30,4,6,63,3,8.3,43,1,165
423,2008-04-20,30,4,6,67,3,8.4,45,1,165
424,2008-04-20,30,4,6,68,3,8.5,46,1,165
425,2008-04-20,30,4,6,72,3,8.6,49,1,165
426,2008-04-20,30,4,6,72,3,9.1,45,1,165
427,2008-04-20,30,4,6,73,3,9.2,42,1,165
428,2008-04-20,30,4,6,73,3,9.3,42,1,165
429,2008-04-20,30,4,6,74,3,9.4,39,1,165
430,2008-04-20,30,4,6,74,3,9.5,39,1,165
431,2008-04-20,30,4,6,74,3,9.6,33,1,165
432,2008-04-20,30,4,6,75,3,10.1,33,1,165
433,2008-04-20,30,4,6,76,3,10.2,30,1,165
434,2008-04-20,30,4,6,80,3,10.3,34,1,165
435,2008-04-20,30,4,6,81,3,10.4,35,0,165
436,2008-04-20,30,4,6,81,3,10.5,34,0,165
437,2008-04-20,30,4,6,81,3,10.6,34,0,165
438,2008-04-20,30,4,6,81,3,11.1,33,0,165
439,2008-04-20,30,4,6,83,3,11.2,35,0,165
440,2008-04-20,30,4,6,84,3,11.3,35,0,165
441,2008-04-20,30,4,6,84,3,11.4,31,0,165
442,2008-04-20,30,4,6,88,3,11.5,34,0,165
443,2008-04-20,30,4,6,94,3,11.6,40,0,165
444,2008-04-20,30,4,6,94,3,12.1,40,0,165
445,2008-04-20,30,4,6,95,3,12.2,40,0,165
446,2008-04-20,30,4,6,95,3,12.3,39,0,165
447,2008-04-20,30,4,6,95,3,12.4,38,0,165
448,2008-04-20,30,4,6,96,3,12.5,38,0,165
449,2008-04-20,30,4,6,97,3,12.6,37,0,165
450,2008-04-20,30,4,6,97,3,13.1,36,0,165
451,2008-04-20,30,4,6,97,3,13.2,35,0,165
452,2008-04-20,30,4,6,97,4,13.3,34,1,165
453,2008-04-20,30,4,6,98,4,13.4,31,1,165
454,2008-04-20,30,4,6,98,4,13.5,30,1,165
455,2008-04-20,30,4,6,99,4,13.6,27,1,165
456,2008-04-20,30,4,6,100,4,14.1,28,1,165
457,2008-04-20,30,4,6,101,4,14.2,28,1,165
458,2008-04-20,30,4,6,102,4,14.3,29,1,165
459,2008-04-20,30,4,6,102,4,14.4,28,1,165
460,2008-04-20,30,4,6,104,4,14.5,30,1,165
461,2008-04-20,30,4,6,105,4,14.6,31,1,165
462,2008-04-20,30,4,6,106,4,15.1,31,1,165
463,2008-04-20,30,4,6,107,4,15.2,31,1,165
464,2008-04-20,30,4,6,108,4,15.3,28,1,165
465,2008-04-20,30,4,6,109,4,15.3,28,1,165
466,2008-04-20,30,4,6,110,4,15.4,29,1,165
467,2008-04-20,30,4,6,114,4,15.5,33,1,165
468,2008-04-20,30,4,6,118,4,15.6,37,1,165
469,2008-04-20,30,4,6,119,4,16.1,36,1,165
470,2008-04-20,30,4,6,120,4,16.2,36,1,165
471,2008-04-20,30,4,6,124,4,16.3,40,1,165
472,2008-04-20,30,4,6,125,4,16.4,37,1,165
473,2008-04-20,30,4,6,125,5,16.5,31,2,165
474,2008-04-20,30,4,6,129,5,16.6,35,2,165
475,2008-04-20,30,4,6,131,5,17.1,36,2,165
476,2008-04-20,30,4,6,137,5,17.2,42,2,165
477,2008-04-20,30,4,6,138,5,17.3,43,2,165
478,2008-04-20,30,4,6,142,5,17.4,46,2,165
479,2008-04-20,30,4,6,148,5,17.5,51,2,165
480,2008-04-20,30,4,6,149,5,17.6,52,2,165
481,2008-04-20,30,4,6,150,5,18.1,53,2,165
482,2008-04-20,30,4,6,151,5,18.2,54,1,165
483,2008-04-20,30,4,6,151,5,18.3,53,1,165
484,2008-04-20,30,4,6,152,5,18.4,54,1,165
485,2008-04-20,30,4,6,152,6,18.5,53,2,165
486,2008-04-20,30,4,6,158,6,18.6,58,2,165
487,2008-04-20,30,4,6,159,6,19.1,58,2,165
488,2008-04-20,30,4,6,159,6,19.2,57,2,165
489,2008-04-20,30,4,6,163,6,19.3,61,2,165
490,2008-04-20,30,4,6,164,6,19.4,60,2,165
491,2008-04-20,30,4,6,165,6,19.5,60,2,165
492,2008-04-20,30,4,6,165,7,19.6,59,3,165
641,2008-04-21,23,2,5,39,1,5.1,39,1,166
642,2008-04-21,23,2,5,45,1,5.2,45,1,166
643,2008-04-21,23,2,5,49,1,5.3,49,1,166
644,2008-04-21,23,2,5,53,1,5.4,53,1,166
645,2008-04-21,23,2,5,53,1,5.5,52,1,166
646,2008-04-21,23,2,5,54,1,5.6,53,1,166
647,2008-04-21,23,2,5,55,1,6.1,50,1,166
648,2008-04-21,23,2,5,56,1,6.2,51,1,166
649,2008-04-21,23,2,5,56,2,6.3,51,2,166
650,2008-04-21,23,2,5,56,2,6.4,51,2,166
651,2008-04-21,23,2,5,57,2,6.5,51,2,166
652,2008-04-21,23,2,5,59,2,6.6,53,2,166
653,2008-04-21,23,2,5,60,2,7.0,50,2,166
654,2008-04-21,23,2,5,61,2,7.1,51,2,166
655,2008-04-21,23,2,5,64,2,7.2,54,2,166
656,2008-04-21,23,2,5,64,3,7.3,48,3,166
657,2008-04-21,23,2,5,68,3,7.4,52,3,166
658,2008-04-21,23,2,5,69,3,7.4,53,3,166
659,2008-04-21,23,2,5,70,3,7.5,50,3,166
660,2008-04-21,23,2,5,71,3,8.6,51,3,166
661,2008-04-21,23,2,5,71,3,8.1,51,3,166
662,2008-04-21,23,2,5,72,3,8.2,52,3,166
663,2008-04-21,23,2,5,73,3,8.3,49,3,166
664,2008-04-21,23,2,5,73,3,8.4,49,3,166
665,2008-04-21,23,2,5,73,4,8.5,49,4,166
666,2008-04-21,23,2,5,73,4,9.6,49,4,166
667,2008-04-21,23,2,5,77,4,9.1,49,4,166
668,2008-04-21,23,2,5,81,4,9.2,47,4,166
669,2008-04-21,23,2,5,82,4,9.3,48,3,166
670,2008-04-21,23,2,5,82,4,9.4,44,3,166
671,2008-04-21,23,2,5,82,4,9.5,43,3,166
672,2008-04-21,23,2,5,83,4,10.6,38,3,166
673,2008-04-21,23,2,5,84,4,10.1,35,3,166
674,2008-04-21,23,2,5,84,4,10.2,31,3,166
675,2008-04-21,23,2,5,84,4,10.3,31,3,166
676,2008-04-21,23,2,5,85,4,10.4,31,3,166
677,2008-04-21,23,2,5,85,4,10.5,30,3,166
678,2008-04-21,23,2,5,86,4,11.6,30,3,166
679,2008-04-21,23,2,5,87,4,11.1,31,2,166
680,2008-04-21,23,2,5,88,4,11.2,32,2,166
681,2008-04-21,23,2,5,89,4,11.3,32,2,166
682,2008-04-21,23,2,5,93,4,11.4,34,2,166
683,2008-04-21,23,2,5,97,4,11.5,37,2,166
684,2008-04-21,23,2,5,98,4,12.6,37,2,166
685,2008-04-21,23,2,5,98,4,12.1,34,2,166
686,2008-04-21,23,2,5,98,4,12.2,34,1,166
687,2008-04-21,23,2,5,100,4,12.3,32,1,166
688,2008-04-21,23,2,5,101,4,12.4,32,1,166
689,2008-04-21,23,2,5,101,4,12.5,31,1,166
690,2008-04-21,23,2,5,107,4,13.6,36,1,166
691,2008-04-21,23,2,5,107,4,13.1,36,1,166
692,2008-04-21,23,2,5,111,4,13.2,39,1,166
693,2008-04-21,23,2,5,112,4,13.3,39,1,166
694,2008-04-21,23,2,5,112,4,13.4,39,1,166
695,2008-04-21,23,2,5,112,4,13.5,39,0,166
696,2008-04-21,23,2,5,113,4,14.6,40,0,166
697,2008-04-21,23,2,5,113,4,14.1,36,0,166
698,2008-04-21,23,2,5,113,4,14.2,32,0,166
699,2008-04-21,23,2,5,114,4,14.3,32,0,166
700,2008-04-21,23,2,5,114,4,14.4,32,0,166
701,2008-04-21,23,2,5,115,4,14.5,33,0,166
702,2008-04-21,23,2,5,121,4,15.6,38,0,166
703,2008-04-21,23,2,5,127,4,15.1,43,0,166
704,2008-04-21,23,2,5,127,4,15.2,43,0,166
705,2008-04-21,23,2,5,128,4,15.3,44,0,166
706,2008-04-21,23,2,5,128,4,15.4,43,0,166
707,2008-04-21,23,2,5,128,4,15.5,43,0,166
708,2008-04-21,23,2,5,128,4,16.6,42,0,166
709,2008-04-21,23,2,5,129,4,16.1,42,0,166
710,2008-04-21,23,2,5,135,4,16.2,47,0,166
711,2008-04-21,23,2,5,136,4,16.3,47,0,166
712,2008-04-21,23,2,5,136,5,16.4,43,1,166
713,2008-04-21,23,2,5,136,5,16.5,39,1,166
714,2008-04-21,23,2,5,136,5,17.6,38,1,166
715,2008-04-21,23,2,5,136,6,17.1,38,2,166
716,2008-04-21,23,2,5,136,6,17.2,38,2,166
717,2008-04-21,23,2,5,136,7,17.3,36,3,166
718,2008-04-21,23,2,5,136,7,17.4,35,3,166
719,2008-04-21,23,2,5,138,7,17.5,37,3,166
720,2008-04-21,23,2,5,140,7,18.6,33,3,166
721,2008-04-21,23,2,5,141,7,18.1,34,3,166
722,2008-04-21,23,2,5,145,7,18.2,34,3,166
723,2008-04-21,23,2,5,147,7,18.3,35,3,166
724,2008-04-21,23,2,5,148,7,18.4,36,3,166
725,2008-04-21,23,2,5,149,8,18.5,37,4,166
726,2008-04-21,23,2,5,153,8,19.6,40,4,166
727,2008-04-21,23,2,5,155,8,19.0,42,4,166
728,2008-04-21,23,2,5,156,8,19.1,43,4,166
729,2008-04-21,23,2,5,156,8,19.2,42,4,166
730,2008-04-21,23,2,5,158,8,19.3,44,4,166
731,2008-04-21,23,2,5,162,8,19.4,47,4,166
732,2008-04-21,23,2,5,166,8,19.5,45,4,166
886,2008-04-23,14,0,4,41,2,5.1,40,2,208
887,2008-04-23,14,0,4,42,2,5.1,41,2,208
888,2008-04-23,14,0,4,46,2,5.2,45,2,208
889,2008-04-23,14,0,4,50,2,5.3,45,2,208
890,2008-04-23,14,0,4,51,2,5.4,46,2,208
891,2008-04-23,14,0,4,52,2,5.4,45,2,208
892,2008-04-23,14,0,4,53,2,5.5,46,2,208
893,2008-04-23,14,0,4,53,2,5.6,45,2,208
894,2008-04-23,14,0,4,53,2,6.1,45,2,208
895,2008-04-23,14,0,4,54,2,6.2,42,2,208
896,2008-04-23,14,0,4,55,2,6.3,43,2,208
897,2008-04-23,14,0,4,55,2,6.4,39,2,208
898,2008-04-23,14,0,4,56,2,6.5,40,2,208
899,2008-04-23,14,0,4,58,2,6.5,38,2,208
900,2008-04-23,14,0,4,59,2,6.6,33,2,208
901,2008-04-23,14,0,4,59,2,7.1,33,2,208
902,2008-04-23,14,0,4,60,2,7.2,30,2,208
903,2008-04-23,14,0,4,61,2,7.3,27,2,208
904,2008-04-23,14,0,4,62,2,7.4,28,1,208
905,2008-04-23,14,0,4,63,2,7.5,29,1,208
906,2008-04-23,14,0,4,64,2,7.6,30,1,208
907,2008-04-23,14,0,4,64,2,8.1,30,1,208
908,2008-04-23,14,0,4,64,2,8.2,30,1,208
